EnrollmentID,StudentID,CourseID,Semester,Year,Grade,Source
809,2842,COURSE106,Spring,2019,C,Synthetic
810,1429,COURSE63,Spring,2020,F,Synthetic
811,2124,COURSE111,Fall,2023,C,Synthetic
812,2518,COURSE62,Summer,2024,F,Synthetic
813,2936,COURSE75,Summer,2020,F,Synthetic
814,1797,COURSE74,Fall,2020,D,Synthetic
815,2930,COURSE84,Summer,2021,F,Synthetic
816,1975,COURSE118,Summer,2022,A,Synthetic
817,2583,COURSE145,Fall,2024,F,Synthetic
818,2353,COURSE94,Fall,2023,A,Synthetic
819,2546,COURSE94,Summer,2023,A,Synthetic
820,2275,COURSE142,Spring,2023,B,Synthetic
821,1282,COURSE82,Summer,2019,F,Synthetic
822,2809,COURSE88,Summer,2020,F,Synthetic
823,2878,COURSE135,Fall,2020,D,Synthetic
824,2809,COURSE65,Fall,2020,C,Synthetic
825,1032,COURSE81,Fall,2021,A,Synthetic
826,1424,COURSE92,Fall,2024,D,Synthetic
827,2137,COURSE97,Spring,2023,C,Synthetic
828,1035,COURSE138,Fall,2019,C,Synthetic
829,2146,COURSE82,Fall,2024,F,Synthetic
830,1403,COURSE55,Spring,2020,C,Synthetic
831,2374,COURSE120,Summer,2021,D,Synthetic
832,2489,COURSE139,Fall,2022,D,Synthetic
833,2576,COURSE51,Fall,2019,F,Synthetic
834,2138,COURSE141,Summer,2021,A,Synthetic
835,2018,COURSE53,Spring,2019,F,Synthetic
836,1481,COURSE92,Summer,2023,B,Synthetic
837,1431,COURSE65,Summer,2021,A,Synthetic
838,1410,COURSE146,Spring,2023,C,Synthetic
839,1681,COURSE111,Summer,2024,B,Synthetic
840,1065,COURSE86,Summer,2024,F,Synthetic
841,1216,COURSE116,Fall,2019,D,Synthetic
842,1503,COURSE135,Spring,2023,D,Synthetic
843,2387,COURSE109,Fall,2022,B,Synthetic
844,2071,COURSE95,Spring,2020,D,Synthetic
845,2664,COURSE148,Fall,2021,A,Synthetic
846,1995,COURSE146,Summer,2024,B,Synthetic
847,2593,COURSE58,Fall,2021,D,Synthetic
848,1538,COURSE59,Fall,2022,A,Synthetic
849,2686,COURSE79,Spring,2021,F,Synthetic
850,2613,COURSE51,Spring,2023,B,Synthetic
851,2467,COURSE130,Summer,2021,A,Synthetic
852,1612,COURSE54,Spring,2020,F,Synthetic
853,1990,COURSE120,Fall,2022,C,Synthetic
854,2989,COURSE90,Fall,2022,C,Synthetic
855,2372,COURSE99,Spring,2023,F,Synthetic
856,2187,COURSE82,Fall,2023,F,Synthetic
857,2998,COURSE69,Fall,2021,D,Synthetic
858,2013,COURSE112,Fall,2021,C,Synthetic
859,1138,COURSE71,Fall,2023,A,Synthetic
860,2784,COURSE93,Fall,2022,C,Synthetic
861,2395,COURSE83,Summer,2021,F,Synthetic
862,2971,COURSE121,Fall,2021,C,Synthetic
863,1418,COURSE96,Fall,2024,A,Synthetic
864,1734,COURSE68,Fall,2022,C,Synthetic
865,2926,COURSE109,Summer,2020,D,Synthetic
866,1952,COURSE115,Summer,2019,C,Synthetic
867,2599,COURSE148,Fall,2023,D,Synthetic
868,1396,COURSE138,Spring,2021,C,Synthetic
869,1572,COURSE81,Spring,2020,F,Synthetic
870,1165,COURSE98,Summer,2019,D,Synthetic
871,2048,COURSE103,Summer,2022,C,Synthetic
872,2570,COURSE68,Summer,2020,D,Synthetic
873,2709,COURSE60,Summer,2022,B,Synthetic
874,1058,COURSE129,Spring,2023,D,Synthetic
875,1861,COURSE105,Spring,2024,A,Synthetic
876,1309,COURSE73,Spring,2020,F,Synthetic
877,1735,COURSE145,Spring,2022,A,Synthetic
878,1806,COURSE65,Summer,2021,B,Synthetic
879,1674,COURSE66,Spring,2019,C,Synthetic
880,2524,COURSE94,Summer,2020,B,Synthetic
881,2232,COURSE67,Fall,2023,B,Synthetic
882,2375,COURSE55,Fall,2023,C,Synthetic
883,1749,COURSE96,Fall,2024,B,Synthetic
884,2931,COURSE101,Fall,2019,D,Synthetic
885,2294,COURSE123,Spring,2021,D,Synthetic
886,2470,COURSE138,Spring,2021,D,Synthetic
887,1971,COURSE121,Spring,2023,B,Synthetic
888,2553,COURSE64,Spring,2020,A,Synthetic
889,1773,COURSE140,Spring,2019,A,Synthetic
890,2451,COURSE90,Fall,2021,B,Synthetic
891,2707,COURSE57,Spring,2020,A,Synthetic
892,1965,COURSE147,Spring,2019,D,Synthetic
893,2724,COURSE96,Summer,2020,D,Synthetic
894,2826,COURSE70,Spring,2023,D,Synthetic
895,2050,COURSE126,Summer,2022,A,Synthetic
896,2915,COURSE139,Summer,2022,C,Synthetic
897,1971,COURSE100,Fall,2019,C,Synthetic
898,2017,COURSE69,Spring,2019,C,Synthetic
899,1731,COURSE107,Fall,2022,B,Synthetic
900,2768,COURSE128,Fall,2023,F,Synthetic
901,1603,COURSE135,Spring,2020,D,Synthetic
902,2526,COURSE85,Summer,2022,C,Synthetic
903,2776,COURSE83,Fall,2023,D,Synthetic
904,1234,COURSE100,Summer,2020,D,Synthetic
905,2041,COURSE134,Fall,2020,D,Synthetic
906,1658,COURSE120,Fall,2023,A,Synthetic
907,1372,COURSE61,Summer,2019,B,Synthetic
908,1610,COURSE58,Summer,2022,D,Synthetic
909,2273,COURSE86,Spring,2020,A,Synthetic
910,2208,COURSE74,Fall,2020,A,Synthetic
911,2488,COURSE55,Summer,2024,D,Synthetic
912,2363,COURSE124,Spring,2019,C,Synthetic
913,1602,COURSE137,Spring,2022,F,Synthetic
914,2217,COURSE58,Fall,2021,D,Synthetic
915,1337,COURSE64,Fall,2021,C,Synthetic
916,1171,COURSE54,Fall,2024,B,Synthetic
917,2621,COURSE149,Summer,2021,C,Synthetic
918,2106,COURSE98,Summer,2021,F,Synthetic
919,2526,COURSE72,Summer,2023,C,Synthetic
920,1124,COURSE51,Fall,2023,A,Synthetic
921,2313,COURSE93,Spring,2024,D,Synthetic
922,2508,COURSE117,Summer,2020,A,Synthetic
923,2951,COURSE73,Summer,2020,D,Synthetic
924,1445,COURSE115,Fall,2024,B,Synthetic
925,1032,COURSE97,Fall,2023,D,Synthetic
926,2402,COURSE143,Spring,2022,C,Synthetic
927,2007,COURSE129,Spring,2024,C,Synthetic
928,2336,COURSE108,Spring,2024,B,Synthetic
929,1789,COURSE123,Fall,2019,B,Synthetic
930,1639,COURSE71,Summer,2021,D,Synthetic
931,2396,COURSE86,Summer,2021,B,Synthetic
932,2348,COURSE121,Spring,2022,D,Synthetic
933,2868,COURSE95,Spring,2024,F,Synthetic
934,2344,COURSE103,Summer,2020,D,Synthetic
935,1962,COURSE150,Spring,2021,C,Synthetic
936,2059,COURSE138,Fall,2023,A,Synthetic
937,1073,COURSE108,Spring,2024,B,Synthetic
938,1402,COURSE88,Summer,2020,D,Synthetic
939,2265,COURSE148,Fall,2022,F,Synthetic
940,2417,COURSE150,Spring,2024,C,Synthetic
941,2715,COURSE149,Fall,2020,C,Synthetic
942,1927,COURSE85,Spring,2019,B,Synthetic
943,2453,COURSE77,Spring,2019,D,Synthetic
944,1261,COURSE88,Summer,2019,D,Synthetic
945,1303,COURSE89,Fall,2023,A,Synthetic
946,2007,COURSE140,Spring,2021,F,Synthetic
947,1052,COURSE143,Fall,2021,C,Synthetic
948,1906,COURSE98,Spring,2020,C,Synthetic
949,2933,COURSE71,Summer,2023,A,Synthetic
950,1305,COURSE109,Spring,2022,F,Synthetic
951,2337,COURSE110,Summer,2024,B,Synthetic
952,2109,COURSE124,Fall,2021,C,Synthetic
953,2117,COURSE76,Fall,2019,C,Synthetic
954,1269,COURSE126,Summer,2019,F,Synthetic
955,2940,COURSE60,Summer,2022,D,Synthetic
956,1042,COURSE63,Fall,2020,C,Synthetic
957,1600,COURSE123,Fall,2020,F,Synthetic
958,2426,COURSE138,Fall,2024,C,Synthetic
959,2187,COURSE94,Fall,2019,B,Synthetic
960,1147,COURSE150,Spring,2019,D,Synthetic
961,2685,COURSE137,Spring,2020,C,Synthetic
962,2666,COURSE76,Spring,2023,A,Synthetic
963,1542,COURSE111,Fall,2022,F,Synthetic
964,1755,COURSE76,Fall,2021,A,Synthetic
965,2310,COURSE93,Summer,2020,F,Synthetic
966,2221,COURSE72,Spring,2020,B,Synthetic
967,2517,COURSE68,Spring,2021,A,Synthetic
968,2295,COURSE115,Summer,2019,B,Synthetic
969,1130,COURSE62,Fall,2022,C,Synthetic
970,2986,COURSE86,Spring,2019,C,Synthetic
971,1633,COURSE123,Summer,2022,D,Synthetic
972,1743,COURSE62,Fall,2020,C,Synthetic
973,2078,COURSE86,Summer,2022,F,Synthetic
974,1188,COURSE96,Fall,2024,F,Synthetic
975,2834,COURSE71,Fall,2021,A,Synthetic
976,1804,COURSE72,Summer,2024,C,Synthetic
977,1673,COURSE131,Fall,2022,D,Synthetic
978,2584,COURSE103,Spring,2020,C,Synthetic
979,2098,COURSE136,Summer,2019,F,Synthetic
980,2177,COURSE86,Spring,2021,B,Synthetic
981,1728,COURSE111,Summer,2020,F,Synthetic
982,1536,COURSE116,Summer,2019,C,Synthetic
983,2349,COURSE131,Summer,2020,B,Synthetic
984,1617,COURSE139,Spring,2021,F,Synthetic
985,2902,COURSE53,Spring,2022,D,Synthetic
986,2865,COURSE64,Fall,2022,A,Synthetic
987,1217,COURSE106,Summer,2021,B,Synthetic
988,1871,COURSE96,Fall,2021,B,Synthetic
989,1341,COURSE116,Fall,2021,A,Synthetic
990,2626,COURSE124,Summer,2022,C,Synthetic
991,2104,COURSE59,Summer,2022,F,Synthetic
992,2994,COURSE117,Fall,2023,D,Synthetic
993,2582,COURSE144,Spring,2020,F,Synthetic
994,1128,COURSE58,Summer,2023,F,Synthetic
995,2542,COURSE89,Fall,2020,D,Synthetic
996,2974,COURSE84,Fall,2021,B,Synthetic
997,1843,COURSE55,Fall,2023,A,Synthetic
998,2470,COURSE64,Fall,2022,A,Synthetic
999,2435,COURSE58,Spring,2022,C,Synthetic
1000,2784,COURSE113,Summer,2020,C,Synthetic
1001,2779,COURSE148,Summer,2024,D,Synthetic
1002,2567,COURSE52,Spring,2022,C,Synthetic
1003,1579,COURSE51,Fall,2022,D,Synthetic
1004,1159,COURSE82,Summer,2024,C,Synthetic
1005,1249,COURSE104,Spring,2019,B,Synthetic
1006,2344,COURSE112,Summer,2024,B,Synthetic
1007,2193,COURSE144,Summer,2023,C,Synthetic
1008,2571,COURSE111,Fall,2022,D,Synthetic
1009,2959,COURSE51,Spring,2020,C,Synthetic
1010,1372,COURSE65,Summer,2019,B,Synthetic
1011,1268,COURSE62,Spring,2022,D,Synthetic
1012,1613,COURSE100,Spring,2020,B,Synthetic
1013,1323,COURSE141,Spring,2023,D,Synthetic
1014,2205,COURSE58,Summer,2024,D,Synthetic
1015,1577,COURSE99,Spring,2020,C,Synthetic
1016,2816,COURSE93,Spring,2024,D,Synthetic
1017,2843,COURSE62,Summer,2020,F,Synthetic
1018,2650,COURSE78,Spring,2022,C,Synthetic
1019,2675,COURSE79,Fall,2023,A,Synthetic
1020,1792,COURSE114,Summer,2019,F,Synthetic
1021,1909,COURSE59,Summer,2019,A,Synthetic
1022,1171,COURSE97,Summer,2024,F,Synthetic
1023,1327,COURSE89,Fall,2022,B,Synthetic
1024,1461,COURSE92,Fall,2022,C,Synthetic
1025,1918,COURSE139,Summer,2021,C,Synthetic
1026,2358,COURSE115,Fall,2022,C,Synthetic
1027,2321,COURSE59,Fall,2021,D,Synthetic
1028,1261,COURSE103,Fall,2020,A,Synthetic
1029,2467,COURSE78,Spring,2020,C,Synthetic
1030,1949,COURSE71,Fall,2022,A,Synthetic
1031,2127,COURSE103,Spring,2019,F,Synthetic
1032,3000,COURSE130,Summer,2020,F,Synthetic
1033,2529,COURSE83,Fall,2023,C,Synthetic
1034,2483,COURSE87,Fall,2020,F,Synthetic
1035,2574,COURSE65,Fall,2024,C,Synthetic
1036,1100,COURSE55,Fall,2020,B,Synthetic
1037,1451,COURSE108,Fall,2020,A,Synthetic
1038,2806,COURSE137,Summer,2022,F,Synthetic
1039,1119,COURSE79,Fall,2020,A,Synthetic
1040,2939,COURSE81,Summer,2022,C,Synthetic
1041,2275,COURSE128,Spring,2024,F,Synthetic
1042,2148,COURSE114,Fall,2024,A,Synthetic
1043,2010,COURSE119,Fall,2022,A,Synthetic
1044,2277,COURSE88,Spring,2021,A,Synthetic
1045,2099,COURSE103,Summer,2021,C,Synthetic
1046,2737,COURSE98,Summer,2022,C,Synthetic
1047,2676,COURSE59,Fall,2019,C,Synthetic
1048,2383,COURSE141,Spring,2020,A,Synthetic
1049,2806,COURSE133,Fall,2020,B,Synthetic
1050,2644,COURSE111,Summer,2023,C,Synthetic
1051,2860,COURSE102,Fall,2022,F,Synthetic
1052,1350,COURSE51,Spring,2023,F,Synthetic
1053,2047,COURSE123,Spring,2019,D,Synthetic
1054,1607,COURSE129,Summer,2021,D,Synthetic
1055,1216,COURSE99,Spring,2022,C,Synthetic
1056,1375,COURSE144,Fall,2024,A,Synthetic
1057,1770,COURSE129,Fall,2024,F,Synthetic
1058,1110,COURSE98,Fall,2024,F,Synthetic
1059,1354,COURSE144,Fall,2021,A,Synthetic
1060,1118,COURSE81,Fall,2023,C,Synthetic
1061,2396,COURSE148,Spring,2022,A,Synthetic
1062,2341,COURSE140,Summer,2022,B,Synthetic
1063,1898,COURSE93,Spring,2022,D,Synthetic
1064,2072,COURSE87,Summer,2022,C,Synthetic
1065,1747,COURSE66,Fall,2022,B,Synthetic
1066,1761,COURSE103,Summer,2024,D,Synthetic
1067,2147,COURSE98,Summer,2020,C,Synthetic
1068,1324,COURSE110,Fall,2024,A,Synthetic
1069,1039,COURSE130,Summer,2023,B,Synthetic
1070,1857,COURSE60,Summer,2023,B,Synthetic
1071,1972,COURSE87,Summer,2019,F,Synthetic
1072,1664,COURSE117,Fall,2022,B,Synthetic
1073,1607,COURSE135,Spring,2021,C,Synthetic
1074,2605,COURSE110,Fall,2022,C,Synthetic
1075,1921,COURSE118,Spring,2024,A,Synthetic
1076,1272,COURSE115,Summer,2020,B,Synthetic
1077,1134,COURSE72,Fall,2024,D,Synthetic
1078,2902,COURSE123,Spring,2019,C,Synthetic
1079,2370,COURSE128,Spring,2021,B,Synthetic
1080,2956,COURSE117,Summer,2022,D,Synthetic
1081,1669,COURSE98,Spring,2022,A,Synthetic
1082,1011,COURSE121,Spring,2020,D,Synthetic
1083,1096,COURSE64,Fall,2019,B,Synthetic
1084,2642,COURSE80,Fall,2019,C,Synthetic
1085,1746,COURSE142,Summer,2023,C,Synthetic
1086,2305,COURSE53,Spring,2023,B,Synthetic
1087,2421,COURSE146,Spring,2019,F,Synthetic
1088,1792,COURSE94,Spring,2020,B,Synthetic
1089,2654,COURSE55,Fall,2021,D,Synthetic
1090,2413,COURSE59,Spring,2020,A,Synthetic
1091,1452,COURSE147,Spring,2020,A,Synthetic
1092,1270,COURSE85,Summer,2023,A,Synthetic
1093,1553,COURSE119,Summer,2022,F,Synthetic
1094,1265,COURSE58,Summer,2022,A,Synthetic
1095,2887,COURSE130,Summer,2020,B,Synthetic
1096,2726,COURSE120,Spring,2019,B,Synthetic
1097,1411,COURSE74,Fall,2023,B,Synthetic
1098,2119,COURSE145,Fall,2023,F,Synthetic
1099,2562,COURSE86,Fall,2022,D,Synthetic
1100,2420,COURSE132,Summer,2020,A,Synthetic
1101,2543,COURSE131,Summer,2023,C,Synthetic
1102,1809,COURSE94,Spring,2023,A,Synthetic
1103,1373,COURSE63,Summer,2020,A,Synthetic
1104,2590,COURSE73,Fall,2022,D,Synthetic
1105,2736,COURSE56,Fall,2020,B,Synthetic
1106,1035,COURSE144,Summer,2023,A,Synthetic
1107,1514,COURSE83,Spring,2019,D,Synthetic
1108,2927,COURSE129,Spring,2023,D,Synthetic
1109,2775,COURSE147,Spring,2024,D,Synthetic
1110,2864,COURSE72,Spring,2023,A,Synthetic
1111,2707,COURSE131,Summer,2021,D,Synthetic
1112,2029,COURSE107,Fall,2022,B,Synthetic
1113,2578,COURSE112,Spring,2020,B,Synthetic
1114,2309,COURSE54,Summer,2020,A,Synthetic
1115,2938,COURSE72,Spring,2021,B,Synthetic
1116,1699,COURSE105,Summer,2024,C,Synthetic
1117,1856,COURSE98,Spring,2022,F,Synthetic
1118,1970,COURSE122,Spring,2019,A,Synthetic
1119,1599,COURSE90,Fall,2021,A,Synthetic
1120,1328,COURSE70,Summer,2019,D,Synthetic
1121,1671,COURSE137,Spring,2023,B,Synthetic
1122,2840,COURSE68,Spring,2024,F,Synthetic
1123,2606,COURSE82,Summer,2021,F,Synthetic
1124,1461,COURSE51,Spring,2022,B,Synthetic
1125,1498,COURSE58,Summer,2019,F,Synthetic
1126,2362,COURSE130,Spring,2024,C,Synthetic
1127,1919,COURSE122,Fall,2019,D,Synthetic
1128,1443,COURSE70,Summer,2020,F,Synthetic
1129,1026,COURSE115,Fall,2019,F,Synthetic
1130,2365,COURSE79,Summer,2020,B,Synthetic
1131,1261,COURSE146,Summer,2022,F,Synthetic
1132,2959,COURSE93,Fall,2020,B,Synthetic
1133,1720,COURSE114,Spring,2022,C,Synthetic
1134,1078,COURSE110,Fall,2023,D,Synthetic
1135,1211,COURSE121,Summer,2023,B,Synthetic
1136,1208,COURSE66,Fall,2021,C,Synthetic
1137,1775,COURSE95,Spring,2022,A,Synthetic
1138,1817,COURSE121,Fall,2020,A,Synthetic
1139,2074,COURSE122,Summer,2023,C,Synthetic
1140,2731,COURSE86,Fall,2023,B,Synthetic
1141,2205,COURSE89,Fall,2021,D,Synthetic
1142,2949,COURSE99,Spring,2020,A,Synthetic
1143,1960,COURSE51,Summer,2020,B,Synthetic
1144,1352,COURSE84,Summer,2023,F,Synthetic
1145,1591,COURSE85,Spring,2019,A,Synthetic
1146,2278,COURSE138,Fall,2019,B,Synthetic
1147,1262,COURSE115,Summer,2024,D,Synthetic
1148,2971,COURSE124,Spring,2023,B,Synthetic
1149,2301,COURSE89,Spring,2024,D,Synthetic
1150,2284,COURSE68,Spring,2019,C,Synthetic
1151,1488,COURSE55,Spring,2020,D,Synthetic
1152,2965,COURSE113,Spring,2024,C,Synthetic
1153,1089,COURSE133,Fall,2021,B,Synthetic
1154,1990,COURSE101,Fall,2020,A,Synthetic
1155,1016,COURSE106,Fall,2021,D,Synthetic
1156,1946,COURSE106,Summer,2022,C,Synthetic
1157,2579,COURSE106,Summer,2022,A,Synthetic
1158,1718,COURSE112,Spring,2019,D,Synthetic
1159,1455,COURSE113,Spring,2021,D,Synthetic
1160,1536,COURSE118,Fall,2019,C,Synthetic
1161,1474,COURSE98,Spring,2019,C,Synthetic
1162,2748,COURSE144,Fall,2024,F,Synthetic
1163,1773,COURSE144,Summer,2021,B,Synthetic
1164,2840,COURSE66,Summer,2023,D,Synthetic
1165,1221,COURSE143,Summer,2021,C,Synthetic
1166,1401,COURSE142,Fall,2020,D,Synthetic
1167,1963,COURSE133,Fall,2020,B,Synthetic
1168,1902,COURSE143,Fall,2024,A,Synthetic
1169,2420,COURSE86,Summer,2021,A,Synthetic
1170,2796,COURSE126,Summer,2022,D,Synthetic
1171,2119,COURSE103,Summer,2021,C,Synthetic
1172,2033,COURSE61,Spring,2022,A,Synthetic
1173,2565,COURSE95,Spring,2023,D,Synthetic
1174,2959,COURSE111,Fall,2019,C,Synthetic
1175,1688,COURSE132,Summer,2024,C,Synthetic
1176,2525,COURSE74,Summer,2020,B,Synthetic
1177,2391,COURSE139,Fall,2021,A,Synthetic
1178,2768,COURSE105,Fall,2021,B,Synthetic
1179,2055,COURSE150,Summer,2024,F,Synthetic
1180,1207,COURSE110,Fall,2019,A,Synthetic
1181,2974,COURSE57,Fall,2024,C,Synthetic
1182,1307,COURSE118,Spring,2023,D,Synthetic
1183,1555,COURSE78,Summer,2019,D,Synthetic
1184,2918,COURSE118,Fall,2024,B,Synthetic
1185,1442,COURSE123,Fall,2022,C,Synthetic
1186,2787,COURSE55,Spring,2024,C,Synthetic
1187,2538,COURSE128,Spring,2021,B,Synthetic
1188,1680,COURSE115,Summer,2021,A,Synthetic
1189,2851,COURSE59,Spring,2021,A,Synthetic
1190,1786,COURSE109,Fall,2019,D,Synthetic
1191,1327,COURSE93,Summer,2021,D,Synthetic
1192,2747,COURSE66,Spring,2020,B,Synthetic
1193,2281,COURSE144,Spring,2021,A,Synthetic
1194,1675,COURSE150,Spring,2023,B,Synthetic
1195,1741,COURSE143,Fall,2021,F,Synthetic
1196,2087,COURSE81,Spring,2020,A,Synthetic
1197,2282,COURSE88,Summer,2019,D,Synthetic
1198,1983,COURSE101,Summer,2021,D,Synthetic
1199,2525,COURSE69,Summer,2023,F,Synthetic
1200,1624,COURSE112,Summer,2022,A,Synthetic
1201,1363,COURSE107,Spring,2024,C,Synthetic
1202,1477,COURSE130,Fall,2020,F,Synthetic
1203,1406,COURSE79,Fall,2020,C,Synthetic
1204,1315,COURSE137,Fall,2022,C,Synthetic
1205,1761,COURSE133,Spring,2022,A,Synthetic
1206,1610,COURSE108,Spring,2024,D,Synthetic
1207,1565,COURSE71,Summer,2021,A,Synthetic
1208,2623,COURSE130,Spring,2023,C,Synthetic
1209,2180,COURSE144,Spring,2022,C,Synthetic
1210,2376,COURSE133,Fall,2019,B,Synthetic
1211,2438,COURSE63,Summer,2021,A,Synthetic
1212,1823,COURSE131,Summer,2019,C,Synthetic
1213,1570,COURSE74,Fall,2022,F,Synthetic
1214,1767,COURSE150,Summer,2019,A,Synthetic
1215,1586,COURSE118,Spring,2024,C,Synthetic
1216,2959,COURSE98,Spring,2024,A,Synthetic
1217,1463,COURSE107,Summer,2024,D,Synthetic
1218,1237,COURSE114,Spring,2020,B,Synthetic
1219,2622,COURSE71,Spring,2019,D,Synthetic
1220,1391,COURSE75,Fall,2022,B,Synthetic
1221,2965,COURSE127,Summer,2022,C,Synthetic
1222,2425,COURSE72,Fall,2019,C,Synthetic
1223,2166,COURSE146,Spring,2021,A,Synthetic
1224,1517,COURSE108,Summer,2020,F,Synthetic
1225,1584,COURSE86,Fall,2019,B,Synthetic
1226,2091,COURSE103,Summer,2019,A,Synthetic
1227,2805,COURSE113,Spring,2021,C,Synthetic
1228,2922,COURSE116,Spring,2021,D,Synthetic
1229,2834,COURSE61,Spring,2024,D,Synthetic
1230,2786,COURSE105,Summer,2019,C,Synthetic
1231,2854,COURSE84,Fall,2022,D,Synthetic
1232,1375,COURSE124,Fall,2022,D,Synthetic
1233,1002,COURSE140,Fall,2024,A,Synthetic
1234,1068,COURSE90,Summer,2022,F,Synthetic
1235,1190,COURSE137,Fall,2020,D,Synthetic
1236,1004,COURSE144,Fall,2024,F,Synthetic
1237,2924,COURSE113,Fall,2019,A,Synthetic
1238,1592,COURSE133,Summer,2023,B,Synthetic
1239,1963,COURSE140,Summer,2022,F,Synthetic
1240,2325,COURSE146,Fall,2022,A,Synthetic
1241,2339,COURSE88,Summer,2020,D,Synthetic
1242,2329,COURSE88,Summer,2022,D,Synthetic
1243,2544,COURSE147,Fall,2019,F,Synthetic
1244,1098,COURSE115,Fall,2022,A,Synthetic
1245,1734,COURSE111,Fall,2022,B,Synthetic
1246,2533,COURSE135,Fall,2023,D,Synthetic
1247,1058,COURSE77,Summer,2024,A,Synthetic
1248,1756,COURSE77,Spring,2023,D,Synthetic
1249,1722,COURSE66,Summer,2023,F,Synthetic
1250,1990,COURSE130,Spring,2022,C,Synthetic
1251,1300,COURSE144,Summer,2024,C,Synthetic
1252,2647,COURSE137,Summer,2019,C,Synthetic
1253,1090,COURSE89,Summer,2024,A,Synthetic
1254,2528,COURSE92,Spring,2019,D,Synthetic
1255,2512,COURSE86,Spring,2023,D,Synthetic
1256,2054,COURSE142,Summer,2022,C,Synthetic
1257,2987,COURSE62,Summer,2022,A,Synthetic
1258,2767,COURSE72,Spring,2022,C,Synthetic
1259,2193,COURSE56,Summer,2024,B,Synthetic
1260,1016,COURSE148,Spring,2023,B,Synthetic
1261,2744,COURSE99,Fall,2024,C,Synthetic
1262,1701,COURSE131,Spring,2022,B,Synthetic
1263,2768,COURSE64,Fall,2021,A,Synthetic
1264,1939,COURSE66,Fall,2020,B,Synthetic
1265,1864,COURSE93,Summer,2019,A,Synthetic
1266,1111,COURSE68,Fall,2020,B,Synthetic
1267,1215,COURSE150,Spring,2024,D,Synthetic
1268,1347,COURSE53,Spring,2019,C,Synthetic
1269,1381,COURSE140,Fall,2024,C,Synthetic
1270,1888,COURSE51,Fall,2020,F,Synthetic
1271,1309,COURSE62,Summer,2021,A,Synthetic
1272,1107,COURSE138,Fall,2024,D,Synthetic
1273,1622,COURSE118,Fall,2020,F,Synthetic
1274,2216,COURSE119,Spring,2020,A,Synthetic
1275,1581,COURSE131,Spring,2024,D,Synthetic
1276,1545,COURSE72,Spring,2021,A,Synthetic
1277,2955,COURSE67,Summer,2023,F,Synthetic
1278,1958,COURSE131,Spring,2019,D,Synthetic
1279,1188,COURSE103,Fall,2019,C,Synthetic
1280,1461,COURSE108,Fall,2023,D,Synthetic
1281,2898,COURSE110,Summer,2019,C,Synthetic
1282,1116,COURSE51,Summer,2019,F,Synthetic
1283,2561,COURSE138,Fall,2020,A,Synthetic
1284,2638,COURSE133,Fall,2021,C,Synthetic
1285,2959,COURSE112,Spring,2023,C,Synthetic
1286,1797,COURSE98,Summer,2024,B,Synthetic
1287,2566,COURSE52,Summer,2021,D,Synthetic
1288,1207,COURSE145,Spring,2020,B,Synthetic
1289,2106,COURSE126,Fall,2019,B,Synthetic
1290,2805,COURSE141,Summer,2022,C,Synthetic
1291,2408,COURSE138,Spring,2024,C,Synthetic
1292,1074,COURSE133,Summer,2020,F,Synthetic
1293,2928,COURSE131,Spring,2023,B,Synthetic
1294,1644,COURSE146,Summer,2024,D,Synthetic
1295,2270,COURSE129,Spring,2021,A,Synthetic
1296,2806,COURSE144,Summer,2022,D,Synthetic
1297,2599,COURSE128,Fall,2019,A,Synthetic
1298,2293,COURSE149,Fall,2024,C,Synthetic
1299,2271,COURSE120,Fall,2024,C,Synthetic
1300,1959,COURSE87,Summer,2022,C,Synthetic
1301,2560,COURSE61,Fall,2020,B,Synthetic
1302,1354,COURSE71,Fall,2020,D,Synthetic
1303,2362,COURSE67,Summer,2023,C,Synthetic
1304,1513,COURSE113,Spring,2019,A,Synthetic
1305,1765,COURSE149,Summer,2019,B,Synthetic
1306,2475,COURSE142,Spring,2022,C,Synthetic
1307,1554,COURSE92,Spring,2023,C,Synthetic
1308,1111,COURSE83,Summer,2021,D,Synthetic
1309,2332,COURSE135,Summer,2023,F,Synthetic
1310,2773,COURSE64,Fall,2022,A,Synthetic
1311,2464,COURSE106,Spring,2023,D,Synthetic
1312,1031,COURSE103,Summer,2023,F,Synthetic
1313,1030,COURSE81,Fall,2021,B,Synthetic
1314,1995,COURSE142,Spring,2021,F,Synthetic
1315,2747,COURSE94,Spring,2020,A,Synthetic
1316,2884,COURSE77,Summer,2019,D,Synthetic
1317,2509,COURSE118,Summer,2022,A,Synthetic
1318,1176,COURSE119,Spring,2022,C,Synthetic
1319,1003,COURSE107,Summer,2019,C,Synthetic
1320,2548,COURSE128,Spring,2022,A,Synthetic
1321,2468,COURSE75,Fall,2022,C,Synthetic
1322,1854,COURSE120,Summer,2024,F,Synthetic
1323,1875,COURSE65,Fall,2023,A,Synthetic
1324,2338,COURSE107,Summer,2023,A,Synthetic
1325,2871,COURSE52,Fall,2021,C,Synthetic
1326,2758,COURSE93,Fall,2022,A,Synthetic
1327,1419,COURSE137,Spring,2020,D,Synthetic
1328,1720,COURSE74,Summer,2024,D,Synthetic
1329,2277,COURSE76,Spring,2022,C,Synthetic
1330,1085,COURSE127,Spring,2023,A,Synthetic
1331,1081,COURSE133,Fall,2020,A,Synthetic
1332,1148,COURSE114,Fall,2023,C,Synthetic
