AttendanceID,StudentID,CourseID,Date,AttendanceStatus,Date_Year,Date_Month,Date_Day,Date_DayOfWeek
2018,1844,COURSE16,,Absent,2020,10,30,5
2019,1357,COURSE46,,Present,2020,3,13,4
2020,2853,COURSE39,,Present,2022,2,14,1
2021,2735,COURSE1,,Present,2022,6,24,6
2022,1623,COURSE45,,Present,2021,3,1,1
2023,1691,COURSE22,,Present,2021,10,13,0
2024,1788,COURSE17,,Absent,2021,7,4,6
2025,1858,COURSE45,,Absent,2022,6,29,5
2026,2787,COURSE17,,Present,2024,4,28,3
2027,1976,COURSE42,,Present,2023,8,20,1
2028,2551,COURSE36,,Present,2021,2,30,4
2029,2659,COURSE13,,Present,2024,6,24,1
2030,1276,COURSE19,,Absent,2021,9,30,6
2031,2533,COURSE20,,Present,2020,5,20,0
2032,1624,COURSE20,,Present,2021,10,29,6
2033,1465,COURSE43,,Absent,2020,10,30,0
2034,1616,COURSE15,,Present,2022,12,8,6
2035,1573,COURSE37,,Absent,2024,4,12,3
2036,1712,COURSE9,,Present,2021,6,2,3
2037,2621,COURSE46,,Absent,2022,9,5,0
2038,2090,COURSE32,,Present,2020,10,10,4
2039,2207,COURSE44,,Present,2022,1,9,3
2040,1520,COURSE35,,Absent,2020,6,24,3
2041,1386,COURSE8,,Absent,2024,9,1,3
2042,1597,COURSE35,,Absent,2022,6,6,6
2043,2786,COURSE32,,Absent,2020,12,12,2
2044,2322,COURSE12,,Present,2022,9,23,1
2045,1438,COURSE24,,Present,2020,9,6,6
2046,1587,COURSE40,,Present,2024,10,23,4
2047,2512,COURSE22,,Absent,2024,11,12,5
2048,1014,COURSE30,,Absent,2020,3,12,6
2049,1121,COURSE38,,Absent,2023,5,27,2
2050,1792,COURSE10,,Absent,2023,10,12,2
2051,2501,COURSE12,,Absent,2020,9,15,5
2052,2426,COURSE7,,Present,2024,12,18,3
2053,2401,COURSE25,,Present,2020,10,19,4
2054,1200,COURSE43,,Present,2024,8,12,4
2055,1449,COURSE37,,Present,2020,11,30,5
2056,1464,COURSE12,,Present,2022,10,28,3
2057,2557,COURSE20,,Present,2023,11,16,1
2058,2507,COURSE43,,Absent,2021,2,25,5
2059,1252,COURSE42,,Absent,2024,1,5,1
2060,2524,COURSE8,,Present,2023,5,25,1
2061,2129,COURSE39,,Absent,2021,7,4,5
2062,2963,COURSE7,,Present,2020,9,7,2
2063,2768,COURSE6,,Present,2020,8,11,6
2064,2819,COURSE40,,Present,2024,9,29,5
2065,1771,COURSE4,,Present,2020,11,7,4
2066,2323,COURSE47,,Absent,2022,10,22,4
2067,2973,COURSE33,,Absent,2020,4,17,0
2068,1700,COURSE26,,Absent,2024,5,23,0
2069,2316,COURSE47,,Absent,2020,3,28,6
2070,1136,COURSE42,,Present,2022,10,17,4
2071,2887,COURSE11,,Present,2021,5,4,2
2072,2937,COURSE36,,Absent,2024,3,29,4
2073,1737,COURSE32,,Absent,2020,8,23,1
2074,1005,COURSE2,,Absent,2023,10,11,4
2075,2773,COURSE42,,Absent,2022,8,25,6
2076,1974,COURSE14,,Absent,2023,8,30,0
2077,2737,COURSE47,,Present,2021,5,23,4
2078,2065,COURSE35,,Present,2024,5,24,6
2079,2934,COURSE23,,Absent,2024,9,6,0
2080,1718,COURSE33,,Absent,2024,2,30,0
2081,1182,COURSE17,,Absent,2021,3,7,0
2082,1913,COURSE11,,Present,2020,6,12,6
2083,2274,COURSE35,,Absent,2021,12,26,4
2084,2501,COURSE40,,Present,2023,3,25,2
2085,1466,COURSE34,,Absent,2024,1,25,6
2086,2617,COURSE34,,Present,2021,2,19,4
2087,2099,COURSE37,,Absent,2022,7,24,0
2088,2349,COURSE9,,Absent,2021,4,8,5
2089,1679,COURSE20,,Absent,2024,4,15,0
2090,2972,COURSE43,,Absent,2024,3,8,4
2091,2404,COURSE3,,Present,2024,9,22,4
2092,2007,COURSE26,,Absent,2023,10,27,6
2093,1912,COURSE20,,Absent,2021,7,13,5
2094,2005,COURSE36,,Absent,2021,8,8,0
2095,2198,COURSE17,,Present,2024,4,4,1
2096,2512,COURSE10,,Present,2021,8,16,3
2097,1664,COURSE43,,Absent,2020,12,14,2
2098,1038,COURSE38,,Absent,2022,4,12,3
2099,2610,COURSE39,,Present,2024,3,19,1
2100,1120,COURSE20,,Absent,2020,2,2,5
2101,1574,COURSE30,,Absent,2023,3,9,3
2102,2898,COURSE28,,Absent,2022,2,14,5
2103,1096,COURSE19,,Absent,2024,7,5,0
2104,1118,COURSE3,,Absent,2020,9,15,0
2105,1795,COURSE9,,Present,2022,3,21,5
2106,2419,COURSE20,,Present,2021,6,15,5
2107,2273,COURSE11,,Absent,2024,7,31,4
2108,2151,COURSE3,,Present,2020,12,18,5
2109,2866,COURSE49,,Present,2021,12,19,2
2110,1709,COURSE43,,Present,2024,2,19,0
2111,2123,COURSE33,,Absent,2023,6,24,0
2112,1824,COURSE3,,Absent,2024,3,24,4
2113,2077,COURSE17,,Absent,2022,8,1,4
2114,2033,COURSE12,,Present,2021,2,3,6
2115,1038,COURSE45,,Present,2023,3,8,1
2116,2684,COURSE50,,Present,2022,7,20,3
2117,1264,COURSE22,,Present,2020,5,14,0
2118,1787,COURSE27,,Present,2021,2,12,0
2119,2955,COURSE22,,Present,2024,8,5,1
2120,1606,COURSE43,,Present,2024,11,26,2
2121,1734,COURSE17,,Absent,2021,5,12,6
2122,2083,COURSE41,,Absent,2024,4,1,4
2123,1881,COURSE29,,Present,2022,9,16,6
2124,2350,COURSE9,,Absent,2021,7,31,5
2125,1486,COURSE39,,Present,2024,7,8,3
2126,1010,COURSE3,,Absent,2023,3,6,4
2127,1927,COURSE20,,Absent,2022,7,23,6
2128,2538,COURSE6,,Present,2021,9,17,4
2129,1750,COURSE7,,Absent,2021,5,10,2
2130,2625,COURSE29,,Present,2020,8,25,3
2131,1539,COURSE5,,Absent,2023,6,22,6
2132,2456,COURSE45,,Present,2024,3,7,0
2133,1559,COURSE32,,Absent,2021,11,26,0
2134,2549,COURSE25,,Absent,2023,1,8,3
2135,2373,COURSE12,,Absent,2024,11,7,5
2136,1399,COURSE8,,Absent,2024,7,23,0
2137,2072,COURSE17,,Absent,2023,2,30,4
2138,1088,COURSE2,,Absent,2021,9,10,5
2139,1341,COURSE44,,Absent,2020,7,23,6
2140,2498,COURSE11,,Present,2021,1,29,6
2141,1081,COURSE18,,Present,2023,4,2,5
2142,1553,COURSE27,,Present,2024,10,30,3
2143,1482,COURSE28,,Present,2023,12,22,2
2144,2907,COURSE29,,Absent,2021,11,3,1
2145,1879,COURSE9,,Present,2021,6,8,5
2146,1003,COURSE50,,Present,2024,4,24,0
2147,2114,COURSE18,,Present,2021,1,21,4
2148,2387,COURSE17,,Present,2023,8,8,5
2149,2499,COURSE43,,Absent,2024,11,10,4
2150,1638,COURSE5,,Present,2020,12,30,4
2151,2598,COURSE11,,Absent,2022,10,3,4
2152,1240,COURSE35,,Present,2021,8,7,6
2153,1685,COURSE6,,Present,2020,8,19,0
2154,1496,COURSE43,,Absent,2020,3,11,4
2155,2990,COURSE13,,Absent,2021,9,11,2
2156,1188,COURSE36,,Present,2024,3,15,3
2157,1184,COURSE27,,Absent,2024,9,10,2
2158,1507,COURSE37,,Absent,2021,10,19,3
2159,1093,COURSE40,,Present,2021,6,22,2
2160,1375,COURSE47,,Absent,2020,9,4,3
2161,1254,COURSE46,,Absent,2024,11,17,5
2162,1545,COURSE2,,Absent,2021,11,3,6
2163,1791,COURSE34,,Absent,2024,8,9,3
2164,1758,COURSE7,,Absent,2020,4,22,6
2165,2327,COURSE16,,Absent,2021,11,7,5
2166,2838,COURSE1,,Absent,2024,11,30,1
2167,2292,COURSE3,,Present,2023,1,23,1
2168,2178,COURSE38,,Present,2020,1,8,6
2169,1184,COURSE36,,Present,2024,6,13,4
2170,1199,COURSE3,,Absent,2020,12,12,6
2171,2211,COURSE47,,Absent,2023,3,17,4
2172,2664,COURSE32,,Absent,2024,5,2,0
2173,2755,COURSE11,,Absent,2024,9,2,1
2174,1637,COURSE26,,Present,2021,10,16,1
2175,1688,COURSE10,,Present,2020,9,8,2
2176,1548,COURSE2,,Absent,2020,7,25,2
2177,1565,COURSE4,,Absent,2022,9,22,1
2178,2360,COURSE20,,Absent,2024,10,3,6
2179,1117,COURSE3,,Absent,2022,7,27,5
2180,2724,COURSE3,,Present,2023,8,11,6
2181,2656,COURSE43,,Present,2023,9,14,3
2182,2932,COURSE2,,Present,2024,5,14,4
2183,1592,COURSE7,,Absent,2024,9,10,1
2184,1017,COURSE14,,Absent,2021,4,11,2
2185,2586,COURSE6,,Absent,2024,7,23,1
2186,1256,COURSE5,,Absent,2020,2,13,5
2187,2297,COURSE28,,Present,2022,9,19,5
2188,1984,COURSE6,,Absent,2024,8,9,5
2189,2687,COURSE47,,Present,2024,8,14,6
2190,2514,COURSE9,,Present,2024,4,18,2
2191,2835,COURSE35,,Absent,2023,6,18,5
2192,2296,COURSE20,,Absent,2021,10,17,1
2193,1015,COURSE9,,Present,2022,8,2,2
2194,2571,COURSE35,,Present,2022,3,7,1
2195,2313,COURSE39,,Absent,2022,8,5,3
2196,1420,COURSE40,,Absent,2024,2,30,5
2197,1406,COURSE32,,Absent,2021,6,4,6
2198,2130,COURSE15,,Present,2021,9,12,1
2199,1315,COURSE2,,Absent,2023,12,30,2
2200,2939,COURSE47,,Absent,2022,5,25,3
2201,2615,COURSE42,,Absent,2023,12,20,1
2202,2621,COURSE5,,Absent,2020,12,6,0
2203,2635,COURSE13,,Absent,2021,8,1,4
2204,2533,COURSE32,,Absent,2022,4,10,2
2205,2767,COURSE13,,Absent,2023,1,11,0
2206,1645,COURSE13,,Present,2021,2,29,6
2207,1222,COURSE43,,Present,2024,5,19,0
2208,1600,COURSE2,,Present,2020,4,10,4
2209,2699,COURSE42,,Absent,2023,1,19,5
2210,2860,COURSE2,,Absent,2020,7,27,4
2211,1047,COURSE8,,Absent,2024,10,6,6
2212,1156,COURSE9,,Absent,2021,12,7,5
2213,2684,COURSE5,,Absent,2023,7,14,2
2214,1984,COURSE10,,Present,2021,10,30,4
2215,1438,COURSE20,,Absent,2021,6,10,4
2216,1772,COURSE33,,Present,2023,9,10,6
2217,1993,COURSE3,,Absent,2022,5,12,6
2218,1142,COURSE30,,Present,2021,1,21,2
2219,1703,COURSE39,,Absent,2023,12,25,4
2220,2454,COURSE14,,Present,2024,4,22,1
2221,2014,COURSE34,,Present,2021,1,8,1
2222,1130,COURSE31,,Present,2024,8,14,1
2223,1363,COURSE7,,Present,2021,5,3,0
2224,1947,COURSE8,,Present,2021,7,4,2
2225,2231,COURSE8,,Absent,2022,7,15,1
2226,1711,COURSE13,,Present,2020,3,22,4
2227,1400,COURSE12,,Absent,2021,7,12,4
2228,2410,COURSE4,,Present,2021,6,25,5
2229,1001,COURSE22,,Present,2021,7,10,0
2230,1425,COURSE29,,Present,2023,8,29,3
2231,2300,COURSE9,,Absent,2023,1,20,4
2232,2746,COURSE24,,Present,2020,5,27,1
2233,1938,COURSE17,,Present,2022,10,7,2
2234,2932,COURSE39,,Absent,2024,12,7,5
2235,2414,COURSE21,,Absent,2024,6,13,3
2236,1069,COURSE12,,Absent,2024,3,25,4
2237,1519,COURSE17,,Absent,2022,9,2,4
2238,2478,COURSE10,,Absent,2021,9,14,5
2239,2148,COURSE36,,Present,2021,3,23,0
2240,2132,COURSE30,,Present,2023,11,14,3
2241,1622,COURSE21,,Absent,2022,4,1,4
2242,1576,COURSE16,,Absent,2024,6,20,5
2243,1244,COURSE17,,Present,2023,11,24,5
2244,1855,COURSE22,,Present,2023,3,10,4
2245,2217,COURSE33,,Absent,2023,7,25,5
2246,2175,COURSE34,,Present,2023,3,14,1
2247,1613,COURSE20,,Absent,2021,4,11,2
2248,1091,COURSE27,,Absent,2022,5,8,3
2249,2111,COURSE40,,Absent,2024,2,4,5
2250,2930,COURSE2,,Absent,2020,1,9,0
2251,1598,COURSE18,,Present,2020,5,13,4
2252,1724,COURSE39,,Present,2021,5,8,4
2253,2139,COURSE11,,Present,2022,12,6,3
2254,1804,COURSE24,,Absent,2020,11,26,4
2255,2299,COURSE42,,Absent,2023,7,20,1
2256,2902,COURSE46,,Absent,2024,6,21,4
2257,2253,COURSE11,,Present,2020,1,23,1
2258,2710,COURSE33,,Present,2023,4,5,5
2259,1139,COURSE37,,Present,2022,5,10,5
2260,2667,COURSE31,,Absent,2023,7,2,5
2261,2649,COURSE24,,Absent,2022,12,24,6
2262,2572,COURSE33,,Absent,2021,4,26,1
2263,2483,COURSE40,,Absent,2022,3,4,4
2264,2218,COURSE48,,Present,2023,9,13,5
2265,1004,COURSE29,,Present,2021,2,20,4
2266,2382,COURSE6,,Present,2022,8,31,4
2267,1898,COURSE2,,Absent,2021,9,14,5
2268,2139,COURSE35,,Absent,2024,5,10,0
2269,2115,COURSE26,,Present,2021,6,8,1
2270,1148,COURSE40,,Absent,2023,3,29,6
2271,2915,COURSE20,,Present,2020,11,6,1
2272,1045,COURSE24,,Absent,2023,3,16,0
2273,1901,COURSE1,,Absent,2022,3,20,3
2274,1130,COURSE11,,Absent,2024,4,24,6
2275,2895,COURSE2,,Present,2022,12,13,4
2276,1742,COURSE45,,Present,2023,8,4,6
2277,2465,COURSE48,,Present,2021,7,9,3
2278,1431,COURSE43,,Present,2021,9,30,0
2279,1007,COURSE35,,Absent,2022,2,12,4
2280,1559,COURSE46,,Absent,2021,1,30,5
2281,2694,COURSE24,,Absent,2022,9,22,1
2282,2652,COURSE40,,Present,2024,9,30,6
2283,1738,COURSE24,,Absent,2022,10,5,1
2284,1961,COURSE16,,Present,2022,8,13,5
2285,2442,COURSE26,,Absent,2024,11,21,6
2286,2067,COURSE6,,Absent,2024,1,8,4
2287,1337,COURSE20,,Present,2023,10,14,1
2288,1610,COURSE43,,Present,2020,1,7,3
2289,1204,COURSE39,,Present,2022,9,9,5
2290,2290,COURSE33,,Present,2021,7,20,0
2291,1844,COURSE24,,Absent,2023,2,30,4
2292,1077,COURSE12,,Absent,2023,6,8,5
2293,2673,COURSE22,,Absent,2024,11,10,6
2294,2602,COURSE6,,Absent,2022,12,15,6
2295,2489,COURSE16,,Absent,2022,2,1,4
2296,2009,COURSE4,,Absent,2023,8,19,0
2297,2316,COURSE32,,Present,2021,7,26,0
2298,2956,COURSE31,,Absent,2022,4,31,5
2299,2905,COURSE45,,Present,2023,8,19,1
2300,2098,COURSE26,,Present,2023,10,4,0
2301,2853,COURSE7,,Present,2021,8,18,0
2302,1416,COURSE34,,Absent,2022,1,15,4
2303,1396,COURSE1,,Present,2020,5,11,6
2304,1347,COURSE41,,Present,2021,7,11,6
2305,1249,COURSE19,,Present,2022,4,25,5
2306,2471,COURSE40,,Present,2020,12,5,4
2307,2293,COURSE42,,Absent,2021,4,6,2
2308,2675,COURSE10,,Absent,2020,7,17,6
2309,2724,COURSE7,,Absent,2020,3,9,6
2310,2673,COURSE45,,Absent,2022,7,20,2
2311,1456,COURSE17,,Present,2022,3,2,5
2312,2480,COURSE13,,Absent,2020,10,4,6
2313,1550,COURSE5,,Absent,2021,3,10,4
2314,2455,COURSE44,,Present,2023,4,6,4
2315,1552,COURSE34,,Present,2022,1,4,0
2316,1423,COURSE23,,Present,2022,8,28,1
2317,1317,COURSE27,,Absent,2021,4,8,0
2318,1029,COURSE33,,Absent,2021,4,29,0
2319,2228,COURSE7,,Present,2024,7,20,1
2320,2689,COURSE25,,Present,2020,7,31,4
2321,1130,COURSE1,,Absent,2023,11,14,2
2322,2086,COURSE12,,Present,2022,7,8,6
2323,1935,COURSE12,,Absent,2023,6,14,0
2324,2116,COURSE5,,Present,2021,2,16,3
2325,1702,COURSE7,,Present,2023,7,29,3
2326,1426,COURSE12,,Absent,2022,7,4,6
2327,2415,COURSE6,,Absent,2024,3,28,4
2328,2055,COURSE9,,Present,2022,11,25,0
2329,2681,COURSE29,,Absent,2022,12,30,2
2330,1735,COURSE27,,Absent,2021,10,23,4
2331,2954,COURSE32,,Present,2022,8,1,4
2332,2303,COURSE3,,Present,2023,12,18,4
2333,1521,COURSE22,,Present,2020,11,26,1
2334,1193,COURSE36,,Absent,2024,12,28,3
2335,2307,COURSE40,,Absent,2023,7,29,3
2336,2509,COURSE33,,Absent,2023,1,27,2
2337,2628,COURSE39,,Present,2021,4,31,0
2338,1480,COURSE46,,Present,2020,3,6,0
2339,1607,COURSE3,,Absent,2022,2,29,2
2340,1979,COURSE23,,Absent,2024,1,9,2
2341,1347,COURSE9,,Present,2022,11,21,4
2342,2122,COURSE9,,Absent,2021,11,19,1
2343,2611,COURSE17,,Present,2024,1,23,0
2344,1421,COURSE16,,Present,2023,9,31,2
2345,1198,COURSE11,,Present,2024,11,10,6
2346,1624,COURSE46,,Absent,2020,2,19,4
2347,2969,COURSE18,,Absent,2023,12,22,1
2348,1416,COURSE13,,Present,2023,8,4,0
2349,2175,COURSE39,,Absent,2022,9,22,4
2350,2064,COURSE7,,Absent,2023,3,28,6
2351,2347,COURSE40,,Present,2020,12,9,4
2352,1950,COURSE44,,Present,2024,10,11,5
2353,1025,COURSE9,,Absent,2020,2,24,2
2354,2433,COURSE16,,Absent,2023,5,21,3
2355,1567,COURSE33,,Absent,2021,4,26,5
2356,1140,COURSE45,,Present,2024,1,23,4
2357,2120,COURSE49,,Present,2022,7,30,1
2358,2079,COURSE40,,Absent,2023,4,15,2
2359,1110,COURSE7,,Present,2021,8,30,0
2360,1942,COURSE47,,Absent,2020,1,4,5
2361,1152,COURSE46,,Absent,2023,9,23,2
2362,2965,COURSE44,,Absent,2020,3,11,2
2363,1111,COURSE22,,Absent,2022,10,28,0
2364,2742,COURSE14,,Absent,2021,9,14,1
2365,1556,COURSE14,,Present,2023,5,25,4
2366,2030,COURSE22,,Present,2024,6,6,5
2367,1321,COURSE30,,Absent,2022,10,1,4
2368,1665,COURSE30,,Absent,2020,7,13,4
2369,2825,COURSE6,,Absent,2023,9,31,3
2370,1202,COURSE9,,Present,2024,11,14,2
2371,1766,COURSE43,,Present,2024,6,20,5
2372,1922,COURSE25,,Present,2022,9,25,6
2373,1971,COURSE15,,Present,2021,6,16,6
2374,2846,COURSE17,,Present,2020,11,25,0
2375,1266,COURSE11,,Absent,2020,6,30,4
2376,1480,COURSE3,,Present,2024,4,9,2
2377,1434,COURSE5,,Present,2020,1,7,5
2378,1209,COURSE3,,Present,2022,6,30,5
2379,1831,COURSE17,,Absent,2024,10,14,6
2380,2494,COURSE20,,Absent,2023,12,21,4
2381,1982,COURSE4,,Absent,2023,2,12,4
2382,1482,COURSE14,,Present,2023,5,23,0
2383,1192,COURSE33,,Present,2022,2,18,6
2384,1832,COURSE22,,Absent,2024,9,20,2
2385,1732,COURSE50,,Absent,2022,9,28,5
2386,2404,COURSE7,,Absent,2021,10,3,1
2387,1140,COURSE3,,Present,2024,7,29,0
2388,2552,COURSE21,,Present,2022,5,9,3
2389,1754,COURSE2,,Absent,2021,9,11,2
2390,1915,COURSE50,,Present,2023,12,29,0
2391,1161,COURSE18,,Absent,2020,9,11,0
2392,1078,COURSE46,,Present,2022,11,23,5
2393,2916,COURSE8,,Absent,2024,10,17,2
2394,1580,COURSE32,,Absent,2022,3,3,5
2395,2516,COURSE26,,Present,2021,8,21,4
2396,1904,COURSE11,,Present,2023,2,30,0
2397,2501,COURSE17,,Absent,2021,5,11,1
2398,1551,COURSE28,,Present,2022,10,16,3
2399,2851,COURSE22,,Present,2021,12,19,1
2400,2680,COURSE22,,Absent,2021,4,7,4
2401,2078,COURSE33,,Absent,2020,2,22,3
2402,2182,COURSE29,,Present,2020,5,22,3
2403,1475,COURSE49,,Present,2022,2,24,5
2404,1820,COURSE37,,Present,2021,5,29,0
2405,2611,COURSE47,,Absent,2021,7,6,5
2406,1554,COURSE17,,Present,2020,12,26,2
2407,2480,COURSE46,,Present,2023,3,21,4
2408,1145,COURSE9,,Absent,2023,11,27,0
2409,2589,COURSE22,,Absent,2024,10,20,4
2410,2463,COURSE8,,Absent,2021,10,10,0
2411,2438,COURSE46,,Absent,2022,2,4,0
2412,1416,COURSE24,,Absent,2022,3,3,2
2413,1115,COURSE11,,Absent,2021,1,3,0
2414,1269,COURSE12,,Absent,2023,7,27,0
2415,2379,COURSE2,,Absent,2022,9,5,3
2416,1630,COURSE7,,Present,2021,9,15,4
2417,2922,COURSE49,,Present,2022,8,19,5
2418,1837,COURSE44,,Absent,2020,10,7,0
2419,2914,COURSE4,,Present,2023,4,2,1
2420,2213,COURSE3,,Absent,2020,9,7,3
2421,2889,COURSE42,,Present,2020,7,22,0
2422,2463,COURSE32,,Present,2024,10,9,0
2423,2269,COURSE11,,Absent,2020,6,23,0
2424,1602,COURSE25,,Present,2024,6,8,6
2425,2870,COURSE15,,Absent,2021,2,7,4
2426,2685,COURSE20,,Absent,2020,10,27,2
2427,2285,COURSE5,,Absent,2023,4,5,2
2428,2787,COURSE24,,Absent,2022,9,13,1
2429,1563,COURSE35,,Present,2022,11,27,2
2430,1220,COURSE40,,Absent,2024,5,10,1
2431,1918,COURSE30,,Present,2021,3,30,6
2432,1238,COURSE7,,Absent,2023,3,4,3
2433,2331,COURSE46,,Present,2024,5,29,1
2434,1593,COURSE39,,Present,2023,5,23,1
2435,2525,COURSE7,,Absent,2022,5,3,1
2436,1097,COURSE1,,Present,2023,3,3,5
2437,2698,COURSE8,,Present,2024,7,7,0
2438,2411,COURSE32,,Present,2024,11,3,4
2439,1408,COURSE40,,Absent,2023,6,2,6
2440,2637,COURSE24,,Present,2024,7,8,6
2441,1211,COURSE44,,Present,2020,12,11,2
2442,2027,COURSE35,,Present,2020,4,16,6
2443,2142,COURSE17,,Absent,2023,5,16,6
2444,1471,COURSE40,,Present,2022,4,14,2
2445,2349,COURSE27,,Present,2020,12,7,3
2446,1411,COURSE15,,Present,2020,4,20,4
2447,1570,COURSE18,,Absent,2023,3,22,4
2448,1959,COURSE1,,Present,2021,8,8,5
2449,2840,COURSE38,,Absent,2022,7,25,3
2450,1617,COURSE19,,Present,2023,1,6,1
2451,2585,COURSE46,,Absent,2023,3,30,1
2452,1320,COURSE21,,Present,2023,7,4,6
2453,1719,COURSE33,,Present,2024,7,4,1
2454,1399,COURSE34,,Present,2023,7,5,0
2455,2656,COURSE43,,Absent,2023,4,30,3
2456,1464,COURSE27,,Absent,2022,11,6,2
2457,2610,COURSE43,,Absent,2023,5,3,3
2458,2696,COURSE17,,Present,2022,10,28,2
2459,2310,COURSE34,,Absent,2022,5,17,0
2460,2808,COURSE36,,Present,2021,3,15,3
2461,1246,COURSE19,,Present,2024,12,22,6
2462,2906,COURSE29,,Present,2020,9,18,4
2463,1180,COURSE12,,Absent,2021,6,6,1
2464,2747,COURSE3,,Present,2021,9,29,5
2465,2960,COURSE17,,Present,2021,1,24,1
2466,2140,COURSE17,,Present,2022,7,18,5
2467,1602,COURSE38,,Present,2022,12,6,5
2468,2546,COURSE44,,Absent,2021,3,25,3
2469,2212,COURSE44,,Absent,2024,4,26,4
2470,1630,COURSE47,,Present,2023,6,7,4
2471,2642,COURSE46,,Absent,2024,6,31,4
2472,2988,COURSE46,,Present,2021,6,2,1
2473,2522,COURSE11,,Present,2022,7,7,3
2474,1249,COURSE36,,Absent,2024,9,2,5
2475,1208,COURSE48,,Absent,2024,11,25,1
2476,2100,COURSE42,,Absent,2020,6,29,4
2477,2461,COURSE36,,Present,2023,3,29,0
2478,2938,COURSE18,,Present,2022,5,9,1
2479,1868,COURSE4,,Present,2022,7,20,0
2480,1283,COURSE20,,Absent,2021,12,9,5
2481,2673,COURSE43,,Present,2020,3,1,2
2482,2243,COURSE13,,Present,2024,1,8,3
2483,1359,COURSE27,,Absent,2020,1,17,1
2484,2874,COURSE37,,Absent,2022,12,7,6
2485,1668,COURSE8,,Present,2021,11,21,2
2486,2170,COURSE3,,Present,2021,5,26,4
2487,2999,COURSE23,,Present,2024,12,25,4
2488,1289,COURSE3,,Absent,2020,8,29,5
2489,1214,COURSE34,,Absent,2021,7,29,0
2490,2595,COURSE9,,Present,2020,1,5,6
2491,2589,COURSE22,,Present,2021,9,25,2
2492,2412,COURSE40,,Absent,2021,11,8,3
2493,1125,COURSE22,,Present,2020,4,12,1
2494,1285,COURSE13,,Present,2024,2,4,3
2495,2719,COURSE24,,Absent,2024,4,20,0
2496,2523,COURSE16,,Absent,2021,1,12,5
2497,2060,COURSE8,,Present,2020,4,30,4
2498,1938,COURSE40,,Present,2023,7,19,2
2499,2832,COURSE23,,Absent,2023,4,1,4
2500,2664,COURSE37,,Present,2022,3,3,0
2501,1286,COURSE28,,Absent,2021,3,23,0
2502,2520,COURSE39,,Absent,2022,4,29,2
2503,1081,COURSE2,,Absent,2024,2,24,5
2504,1089,COURSE11,,Absent,2024,7,10,4
2505,1270,COURSE17,,Present,2024,2,18,5
2506,2006,COURSE9,,Absent,2021,9,30,5
2507,1064,COURSE50,,Present,2022,5,17,4
2508,1261,COURSE45,,Present,2022,2,27,2
2509,2039,COURSE41,,Absent,2023,7,29,6
2510,2462,COURSE20,,Present,2022,1,23,2
2511,2039,COURSE2,,Absent,2023,11,25,1
2512,1808,COURSE19,,Absent,2023,1,17,3
2513,2826,COURSE42,,Present,2023,9,10,2
2514,1700,COURSE30,,Absent,2020,7,30,6
2515,1258,COURSE2,,Absent,2023,11,28,4
2516,1092,COURSE4,,Present,2024,3,2,0
2517,2365,COURSE38,,Present,2024,4,10,0
2518,1328,COURSE2,,Present,2020,5,28,2
2519,1283,COURSE21,,Present,2022,7,18,5
2520,1553,COURSE24,,Absent,2024,7,23,2
2521,1013,COURSE8,,Absent,2022,7,29,1
2522,1793,COURSE4,,Present,2024,11,15,4
2523,2424,COURSE39,,Absent,2020,7,21,0
2524,2892,COURSE35,,Absent,2023,2,16,0
2525,1987,COURSE26,,Absent,2022,3,29,1
2526,3000,COURSE5,,Present,2022,2,22,5
2527,2890,COURSE13,,Present,2020,1,23,2
2528,1878,COURSE3,,Present,2020,10,4,5
2529,1607,COURSE32,,Absent,2023,5,6,6
2530,2762,COURSE39,,Absent,2024,3,21,4
2531,2508,COURSE40,,Present,2020,4,1,1
2532,1700,COURSE42,,Absent,2020,6,1,3
2533,2599,COURSE12,,Absent,2021,12,20,1
2534,1795,COURSE27,,Absent,2020,11,23,1
2535,2653,COURSE30,,Present,2024,5,4,0
2536,2635,COURSE27,,Present,2023,2,1,4
2537,1061,COURSE16,,Absent,2024,4,10,2
2538,1502,COURSE25,,Present,2020,7,8,3
2539,1892,COURSE38,,Absent,2020,9,25,3
2540,2622,COURSE24,,Absent,2020,10,15,3
2541,1965,COURSE17,,Absent,2020,12,14,6
2542,1739,COURSE39,,Present,2020,1,20,6
2543,1635,COURSE4,,Present,2024,2,10,6
2544,1419,COURSE46,,Absent,2023,4,8,5
2545,1148,COURSE39,,Present,2022,2,6,1
2546,2738,COURSE28,,Present,2020,11,28,5
2547,1266,COURSE11,,Present,2021,12,9,3
2548,2871,COURSE27,,Present,2023,9,23,1
2549,2093,COURSE3,,Absent,2021,6,29,5
2550,1247,COURSE36,,Present,2024,10,13,0
2551,1254,COURSE1,,Present,2021,1,3,5
2552,1439,COURSE19,,Present,2021,6,31,4
2553,1091,COURSE1,,Present,2021,5,28,0
2554,1332,COURSE2,,Present,2023,9,19,6
2555,1151,COURSE21,,Present,2022,10,4,0
2556,2660,COURSE4,,Present,2023,6,24,0
2557,1015,COURSE4,,Present,2022,7,14,3
2558,2133,COURSE41,,Present,2021,12,23,3
2559,2716,COURSE6,,Absent,2021,8,12,3
2560,1592,COURSE43,,Absent,2020,11,8,6
2561,1566,COURSE29,,Absent,2021,10,23,5
2562,2967,COURSE6,,Absent,2024,10,12,3
2563,2014,COURSE48,,Absent,2021,1,19,4
