GradeID,StudentID,CourseID,AssignmentType,Score,Date
2817,2878,COURSE107,Quiz,90.0,2023-04-10
2818,2048,COURSE56,Quiz,84.0,2024-09-03
2819,2479,COURSE52,Assignment,69.0,2021-09-08
2820,2006,COURSE103,Midterm,87.0,2022-11-14
2821,1532,COURSE78,Quiz,80.0,2024-04-27
2822,1168,COURSE88,Quiz,81.0,2021-04-05
2823,2617,COURSE60,Midterm,80.0,2020-05-29
2824,1712,COURSE95,Assignment,81.0,2023-12-02
2825,2597,COURSE73,Quiz,85.0,2024-06-10
2826,2443,COURSE64,Assignment,80.0,2024-11-17
2827,2308,COURSE57,Final Exam,72.0,2024-01-14
2828,2931,COURSE106,Assignment,58.0,2024-01-19
2829,1668,COURSE78,Quiz,89.0,2022-09-01
2830,2096,COURSE83,Quiz,78.0,2024-06-27
2831,2440,COURSE150,Assignment,65.0,2021-08-27
2832,1703,COURSE98,Quiz,72.0,2023-06-09
2833,1105,COURSE57,Quiz,74.0,2023-05-12
2834,1938,COURSE124,Quiz,82.0,2020-08-21
2835,2137,COURSE130,Assignment,72.0,2020-09-25
2836,1916,COURSE79,Assignment,60.0,2024-09-29
2837,1611,COURSE106,Assignment,88.0,2022-12-21
2838,2307,COURSE94,Midterm,89.0,2024-09-14
2839,2908,COURSE104,Quiz,84.0,2020-07-30
2840,2481,COURSE116,Assignment,97.0,2022-07-17
2841,2009,COURSE99,Assignment,92.0,2024-05-16
2842,1373,COURSE95,Midterm,86.0,2020-08-03
2843,1887,COURSE141,Quiz,53.0,2021-07-22
2844,1064,COURSE82,Quiz,72.0,2023-05-04
2845,2714,COURSE62,Quiz,81.0,2023-09-23
2846,1469,COURSE107,Midterm,80.0,2023-02-28
2847,1418,COURSE75,Final Exam,77.0,2024-01-17
2848,2512,COURSE93,Assignment,100.0,2023-04-15
2849,2957,COURSE61,Assignment,74.0,2022-09-04
2850,2344,COURSE94,Quiz,92.0,2024-01-29
2851,1914,COURSE116,Quiz,70.0,2021-12-02
2852,1257,COURSE91,Quiz,84.0,2023-09-14
2853,2492,COURSE116,Final Exam,72.0,2024-11-30
2854,2634,COURSE69,Quiz,99.0,2021-11-23
2855,1793,COURSE130,Final Exam,68.0,2022-10-19
2856,1734,COURSE58,Quiz,90.0,2022-07-16
2857,1096,COURSE104,Midterm,66.0,2024-02-20
2858,1916,COURSE66,Assignment,91.0,2022-06-02
2859,2050,COURSE89,Final Exam,76.0,2024-02-01
2860,1517,COURSE59,Midterm,91.0,2024-10-06
2861,1185,COURSE84,Assignment,77.0,2023-09-12
2862,2893,COURSE150,Assignment,89.0,2020-01-12
2863,2716,COURSE87,Final Exam,89.0,2021-11-18
2864,1746,COURSE64,Assignment,93.0,2021-12-24
2865,1617,COURSE88,Midterm,72.0,2021-03-27
2866,2222,COURSE135,Midterm,80.0,2023-05-29
2867,2157,COURSE74,Midterm,81.0,2023-08-09
2868,1972,COURSE61,Final Exam,82.0,2023-02-19
2869,1125,COURSE143,Midterm,79.0,2023-03-29
2870,1965,COURSE58,Quiz,87.0,2022-01-20
2871,2931,COURSE114,Quiz,100.0,2021-10-08
2872,1840,COURSE97,Assignment,95.0,2021-02-23
2873,1966,COURSE85,Assignment,57.0,2023-07-15
2874,2914,COURSE124,Midterm,80.0,2024-11-17
2875,1031,COURSE94,Assignment,80.0,2023-07-13
2876,2589,COURSE92,Final Exam,79.0,2022-07-08
2877,2116,COURSE145,Assignment,91.0,2021-06-27
2878,1274,COURSE97,Final Exam,74.0,2023-02-08
2879,1436,COURSE143,Assignment,66.0,2024-05-31
2880,2217,COURSE101,Assignment,97.0,2023-09-03
2881,1380,COURSE132,Quiz,91.0,2021-07-16
2882,2865,COURSE63,Quiz,86.0,2021-08-08
2883,2864,COURSE65,Midterm,81.0,2021-10-13
2884,2169,COURSE78,Quiz,62.0,2021-04-21
2885,1018,COURSE124,Assignment,78.0,2022-06-10
2886,1829,COURSE62,Assignment,86.0,2021-04-16
2887,1713,COURSE129,Midterm,59.0,2022-08-16
2888,2712,COURSE82,Assignment,67.0,2024-10-18
2889,2954,COURSE110,Assignment,80.0,2020-02-16
2890,1407,COURSE64,Assignment,81.0,2021-03-27
2891,2401,COURSE57,Assignment,83.0,2022-04-20
2892,2171,COURSE116,Quiz,87.0,2024-06-26
2893,1221,COURSE111,Quiz,77.0,2024-01-27
2894,1061,COURSE145,Assignment,78.0,2023-01-10
2895,1125,COURSE87,Final Exam,100.0,2020-03-05
2896,1717,COURSE143,Midterm,83.0,2023-01-16
2897,1221,COURSE90,Quiz,63.0,2022-12-05
2898,2234,COURSE95,Assignment,82.0,2022-11-14
2899,2627,COURSE147,Midterm,88.0,2023-06-13
2900,2462,COURSE130,Assignment,72.0,2024-10-27
2901,2444,COURSE140,Assignment,78.0,2021-11-18
2902,2796,COURSE146,Quiz,74.0,2020-08-27
2903,1476,COURSE149,Quiz,93.0,2020-07-06
2904,2433,COURSE57,Quiz,57.0,2020-08-25
2905,2846,COURSE126,Final Exam,87.0,2021-02-11
2906,1324,COURSE123,Midterm,70.0,2022-07-27
2907,2583,COURSE126,Quiz,76.0,2020-01-31
2908,1566,COURSE149,Midterm,74.0,2022-01-28
2909,2757,COURSE122,Midterm,81.0,2020-09-09
2910,1482,COURSE150,Midterm,62.0,2023-07-03
2911,1978,COURSE105,Quiz,79.0,2021-11-01
2912,2471,COURSE129,Quiz,87.0,2021-03-10
2913,2978,COURSE60,Assignment,88.0,2020-09-15
2914,1616,COURSE132,Midterm,74.0,2021-04-06
2915,2926,COURSE93,Final Exam,81.0,2022-01-01
2916,1165,COURSE150,Quiz,75.0,2021-11-21
2917,2082,COURSE54,Quiz,100.0,2024-06-09
2918,2037,COURSE80,Assignment,58.0,2021-08-24
2919,2821,COURSE98,Quiz,83.0,2020-11-28
2920,2508,COURSE97,Assignment,72.0,2022-08-11
2921,1355,COURSE79,Quiz,81.0,2021-07-06
2922,1574,COURSE128,Quiz,76.0,2023-06-27
2923,1745,COURSE118,Quiz,78.0,2020-10-12
2924,1348,COURSE147,Assignment,89.0,2022-03-09
2925,2790,COURSE96,Final Exam,81.0,2023-11-22
2926,2818,COURSE97,Assignment,100.0,2022-01-26
2927,2815,COURSE101,Midterm,82.0,2021-01-09
2928,1268,COURSE111,Final Exam,51.0,2024-04-20
2929,2556,COURSE66,Midterm,76.0,2023-11-29
2930,1678,COURSE137,Assignment,66.0,2024-02-12
2931,2095,COURSE90,Midterm,90.0,2020-02-12
2932,2283,COURSE58,Quiz,82.0,2024-02-07
2933,2333,COURSE92,Midterm,81.0,2024-08-09
2934,1345,COURSE144,Assignment,80.0,2023-07-19
2935,1345,COURSE142,Quiz,89.0,2021-01-18
2936,2450,COURSE131,Assignment,88.0,2023-05-28
2937,2402,COURSE51,Quiz,86.0,2024-11-01
2938,2657,COURSE56,Midterm,72.0,2022-08-12
2939,1777,COURSE110,Final Exam,77.0,2022-12-02
2940,2020,COURSE76,Midterm,85.0,2022-07-22
2941,2773,COURSE51,Final Exam,90.0,2020-11-25
2942,1753,COURSE66,Quiz,74.0,2022-11-04
2943,1634,COURSE125,Assignment,46.0,2022-06-02
2944,2770,COURSE138,Midterm,78.0,2020-09-16
2945,1573,COURSE111,Final Exam,92.0,2022-01-08
2946,2376,COURSE148,Final Exam,79.0,2020-07-10
2947,1073,COURSE67,Quiz,76.0,2023-09-26
2948,1718,COURSE98,Assignment,72.0,2024-10-11
2949,1657,COURSE101,Assignment,70.0,2020-03-15
2950,1804,COURSE74,Quiz,72.0,2020-06-15
2951,1511,COURSE60,Quiz,69.0,2021-12-02
2952,2104,COURSE142,Quiz,86.0,2024-09-29
2953,1523,COURSE57,Assignment,66.0,2024-08-02
2954,1139,COURSE119,Assignment,82.0,2023-01-25
2955,1077,COURSE82,Final Exam,59.0,2024-07-08
2956,2372,COURSE139,Quiz,82.0,2022-08-01
2957,2305,COURSE75,Assignment,73.0,2023-07-05
2958,2117,COURSE102,Midterm,100.0,2020-10-29
2959,1140,COURSE65,Quiz,95.0,2023-11-23
2960,2376,COURSE55,Final Exam,84.0,2023-03-17
2961,2402,COURSE61,Final Exam,96.0,2023-11-14
2962,1585,COURSE67,Final Exam,79.0,2022-03-08
2963,1012,COURSE108,Quiz,88.0,2022-08-30
2964,2928,COURSE126,Quiz,74.0,2023-05-03
2965,2914,COURSE137,Assignment,63.0,2020-08-28
2966,1719,COURSE73,Final Exam,70.0,2021-09-25
2967,2946,COURSE67,Midterm,77.0,2020-09-01
2968,2342,COURSE131,Quiz,73.0,2021-09-26
2969,2961,COURSE135,Midterm,86.0,2021-02-05
2970,2675,COURSE150,Midterm,87.0,2021-07-23
2971,2410,COURSE110,Quiz,75.0,2020-02-01
2972,2314,COURSE60,Final Exam,87.0,2024-09-27
2973,2849,COURSE126,Assignment,87.0,2022-04-22
2974,2082,COURSE119,Assignment,78.0,2022-01-23
2975,2788,COURSE141,Final Exam,66.0,2024-12-25
2976,1344,COURSE147,Assignment,93.0,2020-02-06
2977,2377,COURSE53,Final Exam,96.0,2022-09-17
2978,1308,COURSE88,Midterm,85.0,2024-10-12
2979,1208,COURSE143,Assignment,80.0,2020-05-10
2980,1440,COURSE126,Assignment,89.0,2020-12-06
2981,2498,COURSE51,Quiz,82.0,2022-04-26
2982,1176,COURSE130,Assignment,68.0,2024-02-19
2983,1990,COURSE118,Midterm,91.0,2024-01-26
2984,2041,COURSE136,Quiz,69.0,2022-05-15
2985,1180,COURSE112,Final Exam,72.0,2024-04-15
2986,1633,COURSE94,Midterm,84.0,2020-08-29
2987,2306,COURSE143,Assignment,69.0,2024-01-22
2988,1367,COURSE117,Midterm,94.0,2021-08-27
2989,1958,COURSE137,Midterm,78.0,2023-02-01
2990,2591,COURSE116,Assignment,88.0,2022-04-18
2991,1478,COURSE116,Final Exam,87.0,2024-08-18
2992,2757,COURSE148,Final Exam,98.0,2021-11-09
2993,1666,COURSE128,Midterm,72.0,2023-04-02
2994,1585,COURSE60,Final Exam,68.0,2021-03-24
2995,2506,COURSE57,Final Exam,79.0,2021-04-27
2996,2054,COURSE93,Assignment,87.0,2021-06-21
2997,1104,COURSE144,Assignment,78.0,2023-04-23
2998,1389,COURSE81,Final Exam,84.0,2020-11-12
2999,1920,COURSE101,Midterm,76.0,2021-10-04
3000,1960,COURSE58,Final Exam,56.0,2020-11-07
3001,2517,COURSE54,Midterm,61.0,2022-10-01
3002,1903,COURSE55,Assignment,77.0,2021-03-14
3003,1449,COURSE145,Midterm,79.0,2024-10-14
3004,1733,COURSE68,Assignment,85.0,2020-06-01
3005,1872,COURSE63,Final Exam,83.0,2022-08-17
3006,1517,COURSE103,Midterm,73.0,2020-01-24
3007,2412,COURSE119,Midterm,82.0,2023-02-16
3008,2869,COURSE66,Assignment,87.0,2020-09-07
3009,2537,COURSE124,Final Exam,90.0,2023-06-02
3010,1837,COURSE61,Midterm,83.0,2021-03-27
3011,1734,COURSE111,Assignment,83.0,2022-09-10
3012,2838,COURSE105,Quiz,92.0,2022-04-02
3013,2144,COURSE132,Final Exam,81.0,2021-04-27
3014,1556,COURSE107,Assignment,71.0,2024-08-01
3015,2386,COURSE63,Midterm,65.0,2024-06-25
3016,1741,COURSE94,Final Exam,56.0,2024-03-29
3017,1356,COURSE67,Midterm,91.0,2023-10-09
3018,2430,COURSE143,Assignment,85.0,2022-11-05
3019,2343,COURSE51,Quiz,74.0,2020-01-19
3020,1838,COURSE84,Midterm,83.0,2020-08-03
3021,2699,COURSE125,Final Exam,73.0,2022-11-30
3022,1767,COURSE104,Assignment,79.0,2020-07-24
3023,2053,COURSE134,Midterm,85.0,2020-08-22
3024,2099,COURSE87,Midterm,83.0,2020-01-20
3025,2571,COURSE85,Midterm,90.0,2020-05-28
3026,1182,COURSE73,Midterm,89.0,2023-03-20
3027,1707,COURSE141,Final Exam,68.0,2023-09-20
3028,1521,COURSE92,Midterm,80.0,2020-08-10
3029,2703,COURSE137,Assignment,66.0,2022-02-27
3030,2981,COURSE118,Quiz,93.0,2022-08-28
3031,1136,COURSE115,Midterm,85.0,2020-10-01
3032,2899,COURSE142,Final Exam,88.0,2021-09-27
3033,1382,COURSE64,Quiz,70.0,2021-02-09
3034,1925,COURSE146,Midterm,82.0,2023-11-27
3035,1197,COURSE63,Midterm,79.0,2020-01-04
3036,2402,COURSE86,Quiz,92.0,2023-08-12
3037,1461,COURSE119,Assignment,98.0,2020-05-10
3038,2276,COURSE99,Midterm,72.0,2022-08-04
3039,1477,COURSE114,Midterm,74.0,2020-12-27
3040,1585,COURSE131,Midterm,76.0,2024-08-03
3041,1845,COURSE127,Midterm,66.0,2024-04-27
3042,1435,COURSE70,Midterm,100.0,2020-07-14
3043,1746,COURSE88,Midterm,67.0,2022-04-06
3044,2863,COURSE66,Midterm,74.0,2020-05-09
3045,2155,COURSE103,Quiz,78.0,2024-12-11
3046,1892,COURSE84,Assignment,87.0,2022-11-17
3047,1403,COURSE130,Final Exam,72.0,2022-02-03
3048,2120,COURSE122,Assignment,83.0,2022-07-27
3049,2316,COURSE112,Midterm,84.0,2024-12-29
3050,1385,COURSE100,Final Exam,89.0,2021-12-05
3051,2586,COURSE104,Assignment,81.0,2023-03-31
3052,1106,COURSE111,Final Exam,60.0,2022-03-11
3053,1129,COURSE102,Final Exam,87.0,2022-01-06
3054,1371,COURSE101,Quiz,81.0,2021-06-01
3055,2534,COURSE102,Assignment,75.0,2022-11-15
3056,1023,COURSE51,Assignment,65.0,2020-08-27
3057,2108,COURSE76,Assignment,79.0,2023-09-19
3058,2705,COURSE115,Assignment,73.0,2024-01-02
3059,1932,COURSE80,Final Exam,74.0,2022-08-15
3060,1481,COURSE113,Assignment,66.0,2024-05-17
3061,2121,COURSE138,Midterm,73.0,2023-01-15
3062,1544,COURSE69,Assignment,75.0,2024-09-13
3063,1726,COURSE97,Assignment,89.0,2024-05-25
3064,2175,COURSE134,Quiz,85.0,2024-11-15
3065,1162,COURSE146,Midterm,75.0,2024-10-04
3066,2247,COURSE100,Midterm,61.0,2023-11-11
3067,2495,COURSE68,Final Exam,69.0,2024-02-23
3068,1012,COURSE138,Assignment,90.0,2024-04-23
3069,1505,COURSE125,Assignment,63.0,2021-05-03
3070,2148,COURSE119,Final Exam,100.0,2023-09-15
3071,1827,COURSE136,Quiz,94.0,2024-03-02
3072,1165,COURSE129,Quiz,80.0,2023-07-02
3073,2059,COURSE81,Final Exam,67.0,2022-04-02
3074,1025,COURSE58,Final Exam,47.0,2023-08-09
3075,1567,COURSE75,Midterm,80.0,2021-09-09
3076,2249,COURSE81,Assignment,91.0,2023-05-11
3077,2577,COURSE119,Assignment,60.0,2024-06-13
3078,1306,COURSE133,Final Exam,100.0,2020-10-18
3079,2934,COURSE109,Assignment,71.0,2023-02-01
3080,1650,COURSE52,Midterm,100.0,2021-04-28
3081,2972,COURSE104,Assignment,78.0,2021-01-18
3082,1152,COURSE106,Midterm,93.0,2024-08-14
3083,1023,COURSE77,Midterm,72.0,2020-12-21
3084,2907,COURSE52,Final Exam,64.0,2021-11-02
3085,2803,COURSE64,Quiz,79.0,2021-11-04
3086,1845,COURSE97,Quiz,71.0,2022-02-03
3087,2747,COURSE105,Final Exam,84.0,2022-08-21
3088,2286,COURSE115,Midterm,68.0,2024-06-22
3089,1813,COURSE76,Final Exam,78.0,2024-01-02
3090,1239,COURSE139,Assignment,85.0,2024-08-06
3091,2617,COURSE99,Assignment,79.0,2024-12-21
3092,1365,COURSE117,Assignment,64.0,2020-10-31
3093,2592,COURSE144,Assignment,70.0,2022-09-14
3094,2759,COURSE91,Final Exam,77.0,2023-02-17
3095,1267,COURSE54,Final Exam,80.0,2024-11-17
3096,2455,COURSE127,Final Exam,50.0,2024-08-19
3097,2912,COURSE76,Assignment,69.0,2020-05-07
3098,1183,COURSE111,Midterm,72.0,2024-05-27
3099,2230,COURSE66,Quiz,57.0,2021-09-20
3100,1033,COURSE58,Final Exam,91.0,2021-02-06
3101,1412,COURSE67,Quiz,84.0,2022-08-27
3102,1368,COURSE135,Final Exam,91.0,2024-03-25
3103,2470,COURSE119,Quiz,81.0,2022-06-28
3104,2372,COURSE121,Final Exam,73.0,2024-04-18
3105,1869,COURSE61,Quiz,74.0,2023-09-30
3106,2184,COURSE123,Quiz,86.0,2023-09-29
3107,1737,COURSE110,Midterm,100.0,2022-11-10
3108,1355,COURSE85,Assignment,77.0,2020-01-28
3109,1519,COURSE87,Quiz,83.0,2024-02-24
3110,2441,COURSE59,Quiz,93.0,2021-05-21
3111,2020,COURSE119,Assignment,75.0,2024-05-02
3112,1613,COURSE132,Quiz,78.0,2022-03-12
3113,1082,COURSE93,Final Exam,93.0,2020-06-26
3114,1392,COURSE99,Midterm,100.0,2021-02-15
3115,1828,COURSE103,Quiz,76.0,2024-08-06
3116,1617,COURSE139,Midterm,83.0,2023-01-09
3117,1967,COURSE143,Final Exam,69.0,2021-09-27
3118,1727,COURSE56,Midterm,88.0,2023-02-19
3119,2747,COURSE77,Quiz,82.0,2022-06-14
3120,2012,COURSE130,Midterm,86.0,2021-03-09
3121,2379,COURSE113,Final Exam,77.0,2020-07-18
3122,1086,COURSE86,Midterm,83.0,2023-04-29
3123,2863,COURSE61,Final Exam,81.0,2021-11-10
3124,2826,COURSE148,Assignment,88.0,2020-08-17
3125,2384,COURSE123,Midterm,87.0,2023-04-18
3126,1877,COURSE56,Quiz,78.0,2023-03-26
3127,2737,COURSE101,Assignment,98.0,2020-06-02
3128,2971,COURSE88,Midterm,79.0,2021-08-17
3129,1142,COURSE122,Midterm,81.0,2020-03-09
3130,1220,COURSE90,Final Exam,80.0,2024-09-12
3131,2983,COURSE135,Assignment,70.0,2024-10-23
3132,2716,COURSE97,Midterm,60.0,2024-08-11
3133,2609,COURSE99,Assignment,74.0,2022-12-13
3134,2047,COURSE68,Final Exam,80.0,2021-09-03
3135,2602,COURSE84,Assignment,80.0,2020-12-29
3136,1437,COURSE86,Midterm,66.0,2022-11-01
3137,1800,COURSE114,Quiz,84.0,2023-05-21
3138,2874,COURSE79,Midterm,64.0,2020-09-05
3139,1863,COURSE89,Final Exam,89.0,2023-01-03
3140,2314,COURSE55,Quiz,72.0,2022-08-02
3141,1208,COURSE131,Quiz,73.0,2024-03-06
3142,2833,COURSE81,Assignment,100.0,2023-07-16
3143,2191,COURSE121,Quiz,90.0,2020-09-23
3144,2623,COURSE83,Assignment,69.0,2024-05-18
3145,2687,COURSE60,Assignment,71.0,2022-11-24
3146,1678,COURSE124,Assignment,70.0,2021-12-25
3147,2050,COURSE127,Final Exam,58.0,2020-07-14
3148,2590,COURSE82,Final Exam,83.0,2020-07-07
3149,2765,COURSE82,Final Exam,75.0,2023-12-02
3150,1560,COURSE121,Assignment,85.0,2020-03-31
3151,1795,COURSE66,Assignment,86.0,2024-10-16
3152,2829,COURSE122,Midterm,83.0,2023-08-01
3153,1535,COURSE108,Quiz,85.0,2023-11-12
3154,1105,COURSE52,Midterm,96.0,2021-11-01
3155,2503,COURSE105,Assignment,78.0,2020-01-07
3156,2111,COURSE120,Quiz,77.0,2024-06-13
3157,1839,COURSE88,Midterm,75.0,2022-04-12
3158,1861,COURSE83,Final Exam,63.0,2024-12-27
3159,2469,COURSE66,Quiz,68.0,2023-04-09
3160,2719,COURSE116,Final Exam,88.0,2020-02-08
3161,2634,COURSE116,Assignment,74.0,2023-12-17
3162,1794,COURSE66,Assignment,68.0,2021-07-26
3163,2932,COURSE55,Quiz,81.0,2022-06-27
3164,1241,COURSE118,Assignment,73.0,2023-04-18
3165,2186,COURSE60,Assignment,65.0,2024-04-06
3166,1126,COURSE124,Assignment,70.0,2023-11-21
3167,2122,COURSE110,Midterm,70.0,2021-04-11
3168,2915,COURSE93,Final Exam,86.0,2024-08-22
3169,2385,COURSE95,Assignment,70.0,2024-12-25
3170,2544,COURSE98,Midterm,68.0,2020-04-02
3171,2295,COURSE117,Quiz,86.0,2020-04-02
3172,1055,COURSE115,Quiz,84.0,2023-05-12
3173,1747,COURSE94,Final Exam,96.0,2024-10-15
3174,2856,COURSE141,Midterm,84.0,2021-12-27
3175,1033,COURSE84,Midterm,80.0,2022-09-16
3176,2137,COURSE96,Quiz,88.0,2020-01-03
3177,1177,COURSE80,Assignment,72.0,2022-05-31
3178,1581,COURSE131,Quiz,82.0,2023-11-03
3179,1215,COURSE79,Quiz,72.0,2022-03-24
3180,2057,COURSE90,Midterm,99.0,2023-02-21
3181,2101,COURSE108,Final Exam,83.0,2023-07-23
3182,2617,COURSE148,Quiz,72.0,2023-01-17
3183,2167,COURSE142,Quiz,70.0,2021-06-12
3184,1085,COURSE99,Final Exam,70.0,2022-02-17
3185,1690,COURSE82,Midterm,86.0,2020-11-08
3186,2932,COURSE150,Final Exam,69.0,2024-09-29
3187,1313,COURSE57,Quiz,91.0,2022-03-12
3188,2921,COURSE80,Midterm,75.0,2022-05-25
3189,1270,COURSE140,Assignment,82.0,2024-04-05
3190,2485,COURSE113,Final Exam,77.0,2021-05-14
3191,1120,COURSE116,Quiz,79.0,2021-03-30
3192,1957,COURSE130,Final Exam,83.0,2024-02-07
3193,1808,COURSE110,Midterm,100.0,2021-10-05
3194,1279,COURSE73,Assignment,47.0,2022-02-03
3195,1038,COURSE138,Assignment,66.0,2023-10-16
3196,2270,COURSE117,Quiz,74.0,2020-03-01
3197,2383,COURSE150,Quiz,100.0,2022-09-04
3198,1904,COURSE52,Final Exam,85.0,2021-11-01
3199,2718,COURSE110,Assignment,72.0,2020-04-05
3200,2398,COURSE147,Midterm,86.0,2022-04-14
3201,2101,COURSE147,Quiz,87.0,2022-02-12
3202,1686,COURSE109,Final Exam,100.0,2024-03-11
3203,2069,COURSE76,Final Exam,100.0,2021-07-13
3204,1896,COURSE121,Assignment,87.0,2022-03-12
3205,2077,COURSE52,Midterm,75.0,2020-04-21
3206,2630,COURSE83,Assignment,79.0,2023-02-28
3207,2768,COURSE112,Assignment,79.0,2020-03-22
3208,2639,COURSE150,Final Exam,66.0,2020-10-04
3209,2684,COURSE57,Assignment,77.0,2020-09-14
3210,2671,COURSE115,Midterm,67.0,2023-09-01
3211,1806,COURSE94,Assignment,68.0,2020-11-23
3212,1262,COURSE143,Assignment,94.0,2022-09-11
3213,1172,COURSE116,Final Exam,85.0,2022-01-28
3214,1601,COURSE79,Final Exam,84.0,2023-11-11
3215,1773,COURSE117,Midterm,86.0,2024-01-03
3216,1890,COURSE133,Assignment,75.0,2021-03-06
3217,2012,COURSE66,Assignment,67.0,2022-05-16
3218,1929,COURSE141,Assignment,62.0,2023-05-04
3219,1929,COURSE60,Midterm,79.0,2022-07-04
3220,1798,COURSE119,Quiz,83.0,2022-09-22
3221,1863,COURSE80,Midterm,82.0,2023-07-12
3222,1489,COURSE137,Final Exam,76.0,2022-11-21
3223,2148,COURSE77,Final Exam,96.0,2020-02-24
3224,2308,COURSE63,Quiz,100.0,2022-02-27
3225,2260,COURSE146,Quiz,89.0,2020-06-04
3226,2236,COURSE114,Quiz,78.0,2024-02-13
3227,2797,COURSE80,Assignment,69.0,2024-09-25
3228,2139,COURSE100,Final Exam,81.0,2023-10-31
3229,1170,COURSE92,Midterm,59.0,2024-04-01
3230,2082,COURSE120,Midterm,76.0,2021-12-27
3231,1500,COURSE73,Assignment,83.0,2021-10-01
3232,1058,COURSE121,Final Exam,86.0,2021-07-02
3233,1920,COURSE134,Final Exam,74.0,2021-09-05
3234,1197,COURSE61,Final Exam,100.0,2023-08-25
3235,1171,COURSE105,Quiz,77.0,2021-09-18
3236,1772,COURSE52,Final Exam,86.0,2022-04-19
3237,1295,COURSE56,Final Exam,83.0,2023-12-15
3238,1249,COURSE99,Final Exam,87.0,2024-07-29
3239,1459,COURSE111,Assignment,88.0,2021-02-23
3240,2360,COURSE98,Quiz,95.0,2023-04-29
3241,2132,COURSE58,Quiz,73.0,2020-01-01
3242,1613,COURSE127,Midterm,61.0,2024-01-18
3243,1390,COURSE146,Midterm,70.0,2024-03-18
3244,1939,COURSE65,Assignment,82.0,2024-04-30
3245,2647,COURSE61,Midterm,70.0,2023-05-15
3246,2640,COURSE134,Midterm,68.0,2022-01-09
3247,2451,COURSE136,Final Exam,88.0,2020-08-05
3248,1126,COURSE96,Final Exam,99.0,2024-11-25
3249,1704,COURSE123,Midterm,87.0,2020-03-09
3250,1188,COURSE58,Assignment,84.0,2021-08-25
3251,1485,COURSE136,Midterm,100.0,2021-05-06
3252,2445,COURSE63,Final Exam,80.0,2023-04-27
3253,2039,COURSE106,Final Exam,88.0,2022-07-25
3254,2677,COURSE128,Assignment,77.0,2021-03-15
3255,1345,COURSE117,Midterm,83.0,2021-05-25
3256,1121,COURSE76,Midterm,70.0,2021-03-07
3257,2665,COURSE147,Midterm,71.0,2023-10-26
3258,1787,COURSE99,Final Exam,68.0,2023-06-16
3259,2652,COURSE136,Assignment,66.0,2021-05-20
3260,2630,COURSE138,Assignment,71.0,2021-11-22
3261,2329,COURSE66,Midterm,55.0,2023-09-01
3262,2814,COURSE109,Midterm,83.0,2024-06-18
3263,2512,COURSE142,Assignment,62.0,2023-12-18
3264,1597,COURSE80,Midterm,86.0,2022-12-02
3265,1940,COURSE109,Assignment,82.0,2020-11-27
3266,1934,COURSE92,Midterm,92.0,2023-04-13
3267,1817,COURSE79,Final Exam,67.0,2024-11-23
3268,2116,COURSE80,Assignment,76.0,2023-07-01
3269,1774,COURSE99,Quiz,86.0,2020-12-26
3270,1724,COURSE72,Quiz,99.0,2022-09-12
3271,1231,COURSE126,Final Exam,72.0,2022-03-16
3272,2278,COURSE143,Quiz,78.0,2022-01-18
3273,1804,COURSE133,Quiz,89.0,2020-12-16
3274,2874,COURSE106,Midterm,64.0,2023-09-14
3275,1943,COURSE74,Assignment,100.0,2023-12-06
3276,2063,COURSE139,Assignment,58.0,2023-04-02
3277,1533,COURSE150,Final Exam,70.0,2024-02-10
3278,1248,COURSE146,Assignment,84.0,2021-10-17
3279,2048,COURSE101,Final Exam,84.0,2021-04-05
3280,2128,COURSE90,Quiz,87.0,2024-01-08
3281,2995,COURSE128,Quiz,79.0,2024-11-27
3282,1692,COURSE75,Midterm,75.0,2022-03-31
3283,2170,COURSE106,Assignment,46.0,2022-10-11
3284,1228,COURSE58,Midterm,81.0,2022-06-17
3285,1204,COURSE146,Quiz,73.0,2023-07-12
3286,2161,COURSE121,Final Exam,72.0,2022-05-22
3287,1126,COURSE113,Assignment,94.0,2021-12-27
3288,2709,COURSE94,Quiz,74.0,2024-02-01
3289,1444,COURSE121,Assignment,90.0,2020-09-02
3290,1114,COURSE78,Midterm,83.0,2021-03-09
3291,1630,COURSE69,Midterm,75.0,2024-03-10
3292,1673,COURSE111,Quiz,100.0,2024-04-18
3293,1160,COURSE90,Final Exam,93.0,2022-08-11
3294,2464,COURSE96,Assignment,88.0,2021-08-07
3295,1975,COURSE81,Midterm,84.0,2023-05-27
3296,2857,COURSE137,Midterm,85.0,2023-08-12
3297,1249,COURSE87,Assignment,73.0,2024-11-02
3298,2689,COURSE133,Final Exam,56.0,2020-04-01
3299,1529,COURSE84,Final Exam,68.0,2024-10-19
3300,1301,COURSE106,Midterm,75.0,2024-02-27
3301,1136,COURSE91,Final Exam,76.0,2022-06-30
3302,2725,COURSE93,Midterm,83.0,2020-09-18
3303,2580,COURSE98,Quiz,71.0,2023-03-01
3304,2431,COURSE53,Final Exam,61.0,2023-02-15
3305,2849,COURSE101,Quiz,73.0,2020-02-29
3306,2851,COURSE71,Midterm,71.0,2022-08-16
3307,1374,COURSE67,Assignment,86.0,2024-05-03
3308,2742,COURSE74,Final Exam,66.0,2020-11-10
3309,2278,COURSE73,Final Exam,100.0,2022-03-17
3310,2237,COURSE98,Assignment,86.0,2022-11-24
3311,2842,COURSE58,Assignment,77.0,2022-03-05
